reviewerID,asin,reviewText,reviewTextNormalized_cleantext,word_count
ADLKIB22D5JAN,B01F5K9WMQ,I've had this for about three weeks. It looks nice and my toddler hasn't fallen down stomping around on it.,i've had this for about three weeks. it looks nice and my toddler hasn't fallen down stomping around on it.,20.0
A2JLMKW6M9WMJG,B00AGG74QG,This is great for the price!  It looks modern and sleek and much nicer than the one my husband has used for a thousand years.  This is going to be part of his Christmas.  Great buy!  And got here in a timely manner in great condition.,this is great for the price! it looks modern and sleek and much nicer than the one my husband has used for a thousand years. this is going to be part of his christmas. great buy! and got here in a timely manner in great condition.,46.0
A2PK0URZ773KZF,B00MPDTXTY,Look beautiful and work perfectly. It states the batteries last 20 hours but I have had mine on for much longer then that and still shine bright.,look beautiful and work perfectly. it states the batteries last 20 hours but i have had mine on for much longer then that and still shine bright.,27.0
AO9RZFOA5E3AY,B00LVP87VM,This knife holder works as well as expected. Take off the metal strip attached to the back and stick this sucker on the side of your fridge. BOOM! Works like a charm! The only issue I had was my knife sharpener was too heavy and long and the weight would pull down on the magnet. Besides that this baby works like a charm. I highly recommend it if you don't want to dull your knives and prefer an elegant storage solution.,this knife holder works as well as expected. take off the metal strip attached to the back and stick this sucker on the side of your fridge. boom! works like a charm! the only issue i had was my knife sharpener was too heavy and long and the weight would pull down on the magnet. besides that this baby works like a charm. i highly recommend it if you don't want to dull your knives and prefer an elegant storage solution.,81.0
A26KG3538DPP7B,B001AYY3JE,"I have used this once and found it to be well made and sturdy..the turner was well packed and the extra blades included..I will mostly be using the fine cutting blade..all blades are easy to interchange...I found a place online to replace the blades if they do become dull with use...makes a very nice salad using carrots, daikon or jicama..really happy with the purchase.  I make a lot of Asian food so this slicer will complete a nice meal.  It makes things a little more special which I like...well made.","i have used this once and found it to be well made and sturdy..the turner was well packed and the extra blades included..i will mostly be using the fine cutting blade..all blades are easy to interchange...i found a place online to replace the blades if they do become dull with use...makes a very nice salad using carrots, daikon or jicama..really happy with the purchase. i make a lot of asian food so this slicer will complete a nice meal. it makes things a little more special which i like...well made.",90.0
A1YSPP1KMWN3V5,B000GA53CO,"I came across this when I was looking for a cool gift to give.  I had previously never seen anything like this before.  We love pineapple, but don't necessarily like cutting one up.  I was so impressed that I ended up buying this for several people as well as myself.  We used it as soon as we got it and it worked like a charm.  So easy and effortless and you have your whole pineapple ready to eat in less than a minute or two.  It is a really cool gadget!","i came across this when i was looking for a cool gift to give. i had previously never seen anything like this before. we love pineapple, but don't necessarily like cutting one up. i was so impressed that i ended up buying this for several people as well as myself. we used it as soon as we got it and it worked like a charm. so easy and effortless and you have your whole pineapple ready to eat in less than a minute or two. it is a really cool gadget!",91.0
AIS53YPLH4ATD,B01DCG3WR6,Works as it should.  Only problem I have is that the screen is very difficult to read without angling the timer just right towards or away from the light.  Good loud alarm.,works as it should. only problem i have is that the screen is very difficult to read without angling the timer just right towards or away from the light. good loud alarm.,32.0
AXIT2GXQPSC7C,B004AIRX26,"The description of these sheets is as false as it gets. They are NOT 100% egyptian cotton like it advertises. They are 100% MICROFIBER. The color is way off. They are a light red, not a darker maroon color. It does not match my comforter at all. They feel cheap and thin. The packaging is not brand name like the product description says. It is not JS Sanders but just ""1500 thread count sheet set"" which is made with ""micro fiber yarns"". Worst product ever! They also do not have the fancy pillowcases with the design around the edges which is shown in the picture. Would never buy sheets online again. Ignore the better reviews. This product deserves 1 star.","the description of these sheets is as false as it gets. they are not 100% egyptian cotton like it advertises. they are 100% microfiber. the color is way off. they are a light red, not a darker maroon color. it does not match my comforter at all. they feel cheap and thin. the packaging is not brand name like the product description says. it is not js sanders but just ""1500 thread count sheet set"" which is made with ""micro fiber yarns"". worst product ever! they also do not have the fancy pillowcases with the design around the edges which is shown in the picture. would never buy sheets online again. ignore the better reviews. this product deserves 1 star.",120.0
A1KM0MESYSKXKJ,B00LP7V2OU,"Cute little clips that hold a lot. Love the matte oil rubbed bronze look, match perfectly with my magnet board. I've clipped 10 sheets of paper with these and even with the weight of the paper, they don't slide down my magnet board. Highly recommend.","cute little clips that hold a lot. love the matte oil rubbed bronze look, match perfectly with my magnet board. i've clipped 10 sheets of paper with these and even with the weight of the paper, they don't slide down my magnet board. highly recommend.",45.0
AHDF256TZCLK1,B00YEX4QR2,"I cannot count zee ways I am in love with this machine and frother! Had since Xmas time, and I couldn't be happier or more in love with them both! Frother is a dream come true. Use soy milk and it froths it til it's rich and creamy and brings out the sweetness in it. Espresso machine so easy to use and instant yum drink in seconds! LOVE","i cannot count zee ways i am in love with this machine and frother! had since xmas time, and i couldn't be happier or more in love with them both! frother is a dream come true. use soy milk and it froths it til it's rich and creamy and brings out the sweetness in it. espresso machine so easy to use and instant yum drink in seconds! love",68.0
A1FQQBPEPSQR70,B004B8U3HC,Not bad but its not as dense as my previous futon mattress...plus it never gained the size specified and has a bulge in the middle,not bad but its not as dense as my previous futon mattress...plus it never gained the size specified and has a bulge in the middle,25.0
A2B0IA1FS3UAFM,B003BMNPQA,"i paid about 9 bucks shipped i think. which is good, these filters still works kinda washable but may need to order more soon since they are loosing their integrity.","i paid about 9 bucks shipped i think. which is good, these filters still works kinda washable but may need to order more soon since they are loosing their integrity.",30.0
A3BRL4I003T5K8,B013JH15NG,"I bought this for my sons room its thin but its good cuz we live in California and its hot. Buy bigger, quilt doesn't come with shams.","i bought this for my sons room its thin but its good cuz we live in california and its hot. buy bigger, quilt doesn't come with shams.",27.0
A3FTYURI94J558,B01HHBIDVM,I suppose the only thing I don't like is that it seems like they'll break if I drop them.  :),i suppose the only thing i don't like is that it seems like they'll break if i drop them. :),20.0
A3BJ5ZRZNOUXCB,B002CZQ7NU,I was hesitant to spend so much money on a set of pans because of past experiences with spendy pots. I was pleasantly surprised by the set. They are simply awesome. Non-stick works well and they clean up easily.,i was hesitant to spend so much money on a set of pans because of past experiences with spendy pots. i was pleasantly surprised by the set. they are simply awesome. non-stick works well and they clean up easily.,39.0
A1EQ7M0DMIU8VH,B0118DYK3K,If you have never used a Yeti cup you have got to get one these things are unbelievable. I have left it in my truck and 100-degree temperatures and the I still doesn't completely melt,if you have never used a yeti cup you have got to get one these things are unbelievable. i have left it in my truck and 100-degree temperatures and the i still doesn't completely melt,35.0
A32D3ONE89GOA4,B00COC45HG,I bought this for use under my bathroom sink to organize all of the little things. It works well. The basket slides back and forth easily and is holding up great under daily use. Well constructed and nice quality.,i bought this for use under my bathroom sink to organize all of the little things. it works well. the basket slides back and forth easily and is holding up great under daily use. well constructed and nice quality.,39.0
A3BND0YKX14OM1,B01CRBQDNW,"The worst. The bread knife is okay, and the chef's knife is fine if you sharpen it literally every time you use it. They look sexy, though, and I got one of those magnetic knife holders to display them, so I'm keeping them.","the worst. the bread knife is okay, and the chef's knife is fine if you sharpen it literally every time you use it. they look sexy, though, and i got one of those magnetic knife holders to display them, so i'm keeping them.",43.0
A3CZT8LMZ9BXQZ,B005NBRKXQ,"There are not enough positive remarks to make about this comforter ""insert"". We purchased a duvet cover to cover this item but it did not fit. Needless to say, we are the comforter on its own. It is light, yet warm when it needs to be. It is super soft and comfortable. I ordered it in the King size and it is plenty big for our needs. (My hubby is 6'4"" and he loves it). I would highly recommend this item. I plan to order another soon just as a backup.","there are not enough positive remarks to make about this comforter ""insert"". we purchased a duvet cover to cover this item but it did not fit. needless to say, we are the comforter on its own. it is light, yet warm when it needs to be. it is super soft and comfortable. i ordered it in the king size and it is plenty big for our needs. (my hubby is 6'4"" and he loves it). i would highly recommend this item. i plan to order another soon just as a backup.",91.0
A1SO1BXITV6X3C,B017MO99SK,"Rug looks just like the picture. I love the colors, so vibrant. Love, love it. May buy the runner also.","rug looks just like the picture. i love the colors, so vibrant. love, love it. may buy the runner also.",20.0
A1N8E8236KB1X,B004VTYAY8,"the WILTON aluminum paw print cake pan is very Q,and ,This easy to use.
i like it very much.thanks .","the wilton aluminum paw print cake pan is very q,and ,this easy to use.
i like it very much.thanks .",20.0
A3YHM6MC2CRG0,B00CE1NUTQ,"Perfect for my babies play area, now I don't have to worry about her tripping or falling because the foam pads move when she walks over them!  These are sturdy and very thick and the edges taper down...easy for beginner walkers!","perfect for my babies play area, now i don't have to worry about her tripping or falling because the foam pads move when she walks over them! these are sturdy and very thick and the edges taper down...easy for beginner walkers!",41.0
A10HBDA93KKCXE,B00ZBAGOQS,"I bought this item on April 4, 2016. It worked for about a month. No longer provides resistance to get cork out.","i bought this item on april 4, 2016. it worked for about a month. no longer provides resistance to get cork out.",22.0
A3MKON3VM0W1TH,B01FO4AKD8,"Two of my favorite features of this fry pan are:

1) There are no rivets from the handle that show on the inside of the pan. Pans that have rivet heads showing are harder to clean as food particles always end up stuck in that area.
2) The handle is of a different design that fits my hand better.

It is a fry pan with a heavy bottom that heats up fast while retaining more heat than a conventional stainless steel skillet. With reasonable care, this high quality fry pan should last a long time.

Highly recommended!","two of my favorite features of this fry pan are:
1) there are no rivets from the handle that show on the inside of the pan. pans that have rivet heads showing are harder to clean as food particles always end up stuck in that area.
2) the handle is of a different design that fits my hand better.
it is a fry pan with a heavy bottom that heats up fast while retaining more heat than a conventional stainless steel skillet. with reasonable care, this high quality fry pan should last a long time.
highly recommended!",97.0
AVU1ILDDYW301,B0117XOBHQ,"The caps offer the convenience of having a lid which opens at the top.  If you're going to shake the container, you MUST hold the top tight, otherwise it will easily pop open.  If you have liquid in the container, and it turns over, it MAY stay shut. . . but. . . it all depends upon how hard it turns over, and whats inside.  If there are pickles inside, for example, the lid may pop open.  I certainly would not consider it liquid proof.  Though there is a foam ring around the inside of the lid, where it attaches to the jar.

At the current price of almost eight bucks, this piece of plastic is over-the-moon crazy expensive.  You should receive at least three for this price.  I understand that they are Made in the USA, and I love that part. . . but. . . its just not worth it.  Youre simply saving not having to unscrew the top to open, and unscrewing is really no big deal.  The reusable, plastic Ball caps are a MUCH better deal, currently listed at under five bucks for a set of eight.  They also come in wide-mouth.

<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Ball-Regular-Mouth-Jar-Storage-Caps-Set-of-8/dp/B0000BYC4B/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Ball Regular Mouth Jar Storage Caps Set of 8</a>","the caps offer the convenience of having a lid which opens at the top. if you're going to shake the container, you must hold the top tight, otherwise it will easily pop open. if you have liquid in the container, and it turns over, it may stay shut. . . but. . . it all depends upon how hard it turns over, and whats inside. if there are pickles inside, for example, the lid may pop open. i certainly would not consider it liquid proof. though there is a foam ring around the inside of the lid, where it attaches to the jar.
at the current price of almost eight bucks, this piece of plastic is over-the-moon crazy expensive. you should receive at least three for this price. i understand that they are made in the usa, and i love that part. . . but. . . its just not worth it. youre simply saving not having to unscrew the top to open, and unscrewing is really no big deal. the reusable, plastic ball caps are a much better deal, currently listed at under five bucks for a set of eight. they also come in wide-mouth.
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/ball-regular-mouth-jar-storage-caps-set-of-8/dp/b0000byc4b/ref=cm_cr_arp_d_rvw_txt?ie=utf8"">ball regular mouth jar storage caps set of 8</a>",208.0
AVE5L9OM9ZKKD,B001U9SF5M,These magnets have great grip and I like the colors for coding the different projects I have pinned to my whiteboard.,these magnets have great grip and i like the colors for coding the different projects i have pinned to my whiteboard.,21.0
A1L8OPQS0805TX,B005CIFIDO,I travel with these in my car as water bottles daily. They do not change the taste of the water even if left in the car on a very hot summer day. It gives me a little peace of mind knowing that the water isn't stored in plastic.,i travel with these in my car as water bottles daily. they do not change the taste of the water even if left in the car on a very hot summer day. it gives me a little peace of mind knowing that the water isn't stored in plastic.,48.0
A2AYFAXCNR13TP,B00H9DVTA6,"Have been using this every day for coffee on the go. I love that it's microwavable, can go in the dishwasher, fits in my car cup holder, and keeps my coffee warm. Definitely a great to-go coffee mug.","have been using this every day for coffee on the go. i love that it's microwavable, can go in the dishwasher, fits in my car cup holder, and keeps my coffee warm. definitely a great to-go coffee mug.",38.0
A1KPNNATKL7E9L,B0017K1FM4,Quite a bit larger and longer than expected (maybe I didn't read the dimentions closely).  The quality and weight of the fabric are very good.  A heavy duty apron apron.,quite a bit larger and longer than expected (maybe i didn't read the dimentions closely). the quality and weight of the fabric are very good. a heavy duty apron apron.,30.0
A1SY4LHTRPYS6T,B00AZBIXHG,"I got this for my friend,  She bought a place with HW floors and only had an upright that would throw the dirt.  This grabs all of the dirt, dust and dog fur and it is light enough so that she can carry it upstairs and do the bedrooms!  Exactly what she needed!!","i got this for my friend, she bought a place with hw floors and only had an upright that would throw the dirt. this grabs all of the dirt, dust and dog fur and it is light enough so that she can carry it upstairs and do the bedrooms! exactly what she needed!!",53.0
A146H6A41B26QT,B000BI22GQ,I bought a couple of these mattress pads to spruce up the mattresses in guest rooms--what a change they made! The cover is attractive with a nice thick layer of padding. Deep pockets keep it secure--I put it right over the old pad. A bargain at this price.,i bought a couple of these mattress pads to spruce up the mattresses in guest rooms--what a change they made! the cover is attractive with a nice thick layer of padding. deep pockets keep it secure--i put it right over the old pad. a bargain at this price.,48.0
A1KMK3TS0K95UN,B00I3LHSLM,"My set is missing the 2 16oz round containers. I have the matching lids and dip inserts that attach to the lid, but no containers.","my set is missing the 2 16oz round containers. i have the matching lids and dip inserts that attach to the lid, but no containers.",25.0
A38JGO3ETNO8HR,B00N4MHJHI,"I have a full-sized carpet cleaner with upholstery attachment that is kind of a superstar, but which I tend to procrastinate using because of how large and heavy it is. This little machine is so much easier that I find I'm far more willing to bust it out, and the fact that it's not as powerful is offset by the increased frequency of use. The only real downside is the lack of an upholstery attachment.","i have a full-sized carpet cleaner with upholstery attachment that is kind of a superstar, but which i tend to procrastinate using because of how large and heavy it is. this little machine is so much easier that i find i'm far more willing to bust it out, and the fact that it's not as powerful is offset by the increased frequency of use. the only real downside is the lack of an upholstery attachment.",75.0
A205ZCSEM5JLWQ,B01F97QDW2,"Arrived quickly, packaged well. I love this little organizer. It fits perfectly in my bathroom cabinet and holds all my makeup very well. I wouldn't recommend this to someone who has a ton of makeup because its not huge but it works perfectly for my needs and it feels solid.","arrived quickly, packaged well. i love this little organizer. it fits perfectly in my bathroom cabinet and holds all my makeup very well. i wouldn't recommend this to someone who has a ton of makeup because its not huge but it works perfectly for my needs and it feels solid.",50.0
AZJ2XNKB6OEQA,B002V91958,"Saw this used for cleaning supplies and liked the idea so got one and put it over the inside of the closet door.  Everything is visible, handy, and it's a good quality item.  The top of the closet door needs to be shaved down a bit so it closes (small adjustment is worth it to me).","saw this used for cleaning supplies and liked the idea so got one and put it over the inside of the closet door. everything is visible, handy, and it's a good quality item. the top of the closet door needs to be shaved down a bit so it closes (small adjustment is worth it to me).",56.0
A3AQLUOPPH8GG9,B0000DK35B,"I have it at my place of employment, as I work in a Sick Building with mold.  It has helped a lot, but I have it next to me in a large room.  It is rather noisy, but I have to run it on high.  Me and my co-worker suffer from allergies and this has minimized our sneezing.  I have it situated is in the cubicle next to me, and in front of my co-worker's cubicle.  I would definitely recommend this product, but it is for a limited square footage.  This purifier only works for our area, not the room.","i have it at my place of employment, as i work in a sick building with mold. it has helped a lot, but i have it next to me in a large room. it is rather noisy, but i have to run it on high. me and my co-worker suffer from allergies and this has minimized our sneezing. i have it situated is in the cubicle next to me, and in front of my co-worker's cubicle. i would definitely recommend this product, but it is for a limited square footage. this purifier only works for our area, not the room.",100.0
A37M8D8W69IYZR,B00BZ9QPJ0,"Its compact and makes thin waffles, not your traditional thick ones, but its still very good. It doesn't take up much space and the waffles taste great.","its compact and makes thin waffles, not your traditional thick ones, but its still very good. it doesn't take up much space and the waffles taste great.",27.0
A1X1H2NRJ2J44Y,B011BE7V8W,"I am a tea-drinker.  I start with a giant mug of tea every morning and finish with decaf tea at night.  I've used electric kettles for over a decade.  This one is lovely. (1) Stainless steel everywhere that it counts.  No plastic is in touch with the boiling water.  (2) I liked the idea of the double-wall so that I wouldn't get burned if I touched the outside.  However, there is an added bonus that the water stays much hotter longer, after it turns off. (3) Some reviews said it's loud, but I wasn't worried about that when I bought it.  Turns out it's no louder than any other electric kettle I've had.  (4)  Some reviews said theirs rusted on the inside bottom.  I've had mine for 2 months, and this hasn't happened with mine.  The inside is as clean and sparkly as when it arrived.  I think the trick is to dump out all the water and let the lid stay open so it can airdry completely after you are done with it.  (5)  Some kettles have the lid-release not on the handle which makes it a 2-handed job.  This one has the lid-release on the handle so it's easy to dump out.  It's a tiny thing, but still appreciated.
Hope you enjoy yours as much as I do!","i am a tea-drinker. i start with a giant mug of tea every morning and finish with decaf tea at night. i've used electric kettles for over a decade. this one is lovely. (1) stainless steel everywhere that it counts. no plastic is in touch with the boiling water. (2) i liked the idea of the double-wall so that i wouldn't get burned if i touched the outside. however, there is an added bonus that the water stays much hotter longer, after it turns off. (3) some reviews said it's loud, but i wasn't worried about that when i bought it. turns out it's no louder than any other electric kettle i've had. (4) some reviews said theirs rusted on the inside bottom. i've had mine for 2 months, and this hasn't happened with mine. the inside is as clean and sparkly as when it arrived. i think the trick is to dump out all the water and let the lid stay open so it can airdry completely after you are done with it. (5) some kettles have the lid-release not on the handle which makes it a 2-handed job. this one has the lid-release on the handle so it's easy to dump out. it's a tiny thing, but still appreciated.
hope you enjoy yours as much as i do!",220.0
A1WHSMP0UNNSP5,B0171CZD9C,"I love these curtains. I originally got one set for our windows in the living room, and then eventually ordered another set for our sliding glass door. These drapes are nice and heavy and don't let any light through! In the winter I definitely notice them keeping the heat in.","i love these curtains. i originally got one set for our windows in the living room, and then eventually ordered another set for our sliding glass door. these drapes are nice and heavy and don't let any light through! in the winter i definitely notice them keeping the heat in.",50.0
AV2VA11YXRLNY,B003L11MRK,Cooking oil has been baked onto it from the very first use and it doesn't clean. The rest of my pans clean. Ignoring that it's an excellent cooking tool.,cooking oil has been baked onto it from the very first use and it doesn't clean. the rest of my pans clean. ignoring that it's an excellent cooking tool.,29.0
A3W67RJT8P73U,B000FSTK1W,"Larger than expected... holds a jumbo bottle (or two regular size shampoo/conditioner bottles) on EACH side, a bar of soap in the middle and even has a hook for a razor.  Very easy to hang and that sucker stays put!  After a couple of months using the first, I bought two more for the other showers in the house. A great buy and a great product!","larger than expected... holds a jumbo bottle (or two regular size shampoo/conditioner bottles) on each side, a bar of soap in the middle and even has a hook for a razor. very easy to hang and that sucker stays put! after a couple of months using the first, i bought two more for the other showers in the house. a great buy and a great product!",66.0
A1KE70PXFRMI4I,B0012ZRP1E,"This coffee table is huge.  It is also the most sturdy piece of furniture that I have in the house.  The table is solid wood - not laminate, and is very heavy.  It was easy to assemble.  I'm shocked and pleased at the quality for the price.  If you need something this size, you won't be disappointed.","this coffee table is huge. it is also the most sturdy piece of furniture that i have in the house. the table is solid wood - not laminate, and is very heavy. it was easy to assemble. i'm shocked and pleased at the quality for the price. if you need something this size, you won't be disappointed.",57.0
A3UBJ9BZ1YU3Z9,B000225ODY,"Sticks to the wall (marble composite) just fine, pretty much fog free, larger than many for best view of the mug, razor holder is convenient.","sticks to the wall (marble composite) just fine, pretty much fog free, larger than many for best view of the mug, razor holder is convenient.",25.0
A1WUGZDO34AZR2,B00HJURF9I,"Worked great for a week. Now it leaks one drop per sip, right on my shirt. Have emailed Isosteel. Will update if I get a reply.","worked great for a week. now it leaks one drop per sip, right on my shirt. have emailed isosteel. will update if i get a reply.",26.0
AHSF06670DDN8,B006322KG6,"These bags ALWAYS perform great!  The quality is superior to most and the price keeps me coming back.  The adhesive ""closing"" device, that locks out the ""contents"" when you change the bag, is a great feature!","these bags always perform great! the quality is superior to most and the price keeps me coming back. the adhesive ""closing"" device, that locks out the ""contents"" when you change the bag, is a great feature!",36.0
A3Q1F6RC95TUUK,B000A386OY,"My wife is a really good cook.  This is her first Santoku knife.  I bought it for her along with the Global sharpener just because, and her good set of German knives don't get much use anymore.","my wife is a really good cook. this is her first santoku knife. i bought it for her along with the global sharpener just because, and her good set of german knives don't get much use anymore.",37.0
A38SSGISJH1HEY,B00XJ04HX4,Love these cases! Fit over my sofa's small pillowes perfectly. Just be careful stuffing them as the zippered end is very small. You really need to squish your pillow to get it in.,love these cases! fit over my sofa's small pillowes perfectly. just be careful stuffing them as the zippered end is very small. you really need to squish your pillow to get it in.,33.0
A1XVQ3KHS22E3F,B00BKTFN4S,great price for replacement parts. great to have xtras. love my magic bullet . easy to wash in dishwasher. nothing else to say,great price for replacement parts. great to have xtras. love my magic bullet . easy to wash in dishwasher. nothing else to say,23.0
A11UE3GAH7TO97,B00BMC1X74,We have had this coffee table for 6 months now and it has far surpassed our expectations. The lift top is smooth and lifts easily. We use that feature almost nightly as our table. Assembly was easy and straightforward- my husband built it in less than 2 hours without a grumble. One side note- the edges are indeed very sharp. Something to be weary of with young kids running around.,we have had this coffee table for 6 months now and it has far surpassed our expectations. the lift top is smooth and lifts easily. we use that feature almost nightly as our table. assembly was easy and straightforward- my husband built it in less than 2 hours without a grumble. one side note- the edges are indeed very sharp. something to be weary of with young kids running around.,70.0
A23WCXEVSVJESD,B000DZGJX4,I bought this to use in my bathtub and it works great. I've had it for about 4 months now and it has yet to show rust like other reviewers mention. It catches everything from hair to even tiny lint and keeps my drains clear. No complaints so far.,i bought this to use in my bathtub and it works great. i've had it for about 4 months now and it has yet to show rust like other reviewers mention. it catches everything from hair to even tiny lint and keeps my drains clear. no complaints so far.,49.0
A3TVG2C5K0Y9HH,B001QD5T6A,"Not worth what its sold for!! Cheapy material.
Baskets are extremely small. Could have been better. Doesn't even fit a bag of chips in between the small space! Disappointed in what i paid for this item!","not worth what its sold for!! cheapy material.
baskets are extremely small. could have been better. doesn't even fit a bag of chips in between the small space! disappointed in what i paid for this item!",36.0
A2YULXNMOIUBL3,B0055OGPWS,"The worm is not teflon coated.  It is a decent corkscrew and I won't be afraid to lose it, but I was hoping for the real thing.  This is made in China.","the worm is not teflon coated. it is a decent corkscrew and i won't be afraid to lose it, but i was hoping for the real thing. this is made in china.",32.0
A1DB5HDVIPCWO7,B0014CX87U,"This pot makes the best coffee I've ever made at home.  It took me a few tries to get the measurements right of how much coffee to use, but now that I've figured it out, I have great coffee every day!","this pot makes the best coffee i've ever made at home. it took me a few tries to get the measurements right of how much coffee to use, but now that i've figured it out, i have great coffee every day!",41.0
A3GCAXVYAW60Z7,B01C8YY12I,"Sorbus boot rack-
This boot rack holds three pairs of boots.  It holds them upside down.  Hanging them upside down like this helps them keep their shape, no more flopped over, creased boots.  It also keeps boots from falling over when standing up.
This rack is 21.5 inches long, 12 inches wide, and 22 inches tall.  It is made of polymer plastic and metal.  It does not come assembled, but it is very easy to put together.  The boot rack just snaps together, you don't need any tools.  I bought this for my Mom's mud room.  Hanging their muck boots upside down will help make sure they are dried out by the time they need them again.  There is nothing worse than going out to do evening chores, and finding out your boots have a pool of water in the toe from morning chores.  This boot rack is going to be great through the wet spring months.
So far, it has held up well.  Muck brand boots are very heavy for boots.  Maybe 3-4 lbs per pair.  This rack has held them up with no problems.  They go on, and come off very easily too.
I received this product at a discount in exchange for my honest and unbiased review.  All opinions and experiences gained from reviewing this product are my own.","sorbus boot rack-
this boot rack holds three pairs of boots. it holds them upside down. hanging them upside down like this helps them keep their shape, no more flopped over, creased boots. it also keeps boots from falling over when standing up.
this rack is 21.5 inches long, 12 inches wide, and 22 inches tall. it is made of polymer plastic and metal. it does not come assembled, but it is very easy to put together. the boot rack just snaps together, you don't need any tools. i bought this for my mom's mud room. hanging their muck boots upside down will help make sure they are dried out by the time they need them again. there is nothing worse than going out to do evening chores, and finding out your boots have a pool of water in the toe from morning chores. this boot rack is going to be great through the wet spring months.
so far, it has held up well. muck brand boots are very heavy for boots. maybe 3-4 lbs per pair. this rack has held them up with no problems. they go on, and come off very easily too.
i received this product at a discount in exchange for my honest and unbiased review. all opinions and experiences gained from reviewing this product are my own.",222.0
AMSZYKYE6MJ89,B002BT209W,"Works. Longer than needed, but well made. The long part disconnects from the attachment end, leaving a short stub which is often sufficient","works. longer than needed, but well made. the long part disconnects from the attachment end, leaving a short stub which is often sufficient",23.0
A29L1IV3DUOFVE,B016J752FK,"Great great idea!  I have used apple slicers for years and often the apple was too large for the slicer NO MORE this is a substantial slicer and the largest apple cores like a dream.  Today I used the mango attachment for the first time.  I LOVE mangoes, but  cutting them is such a sloppy mess that I frequently pass them up.  Well no more,  the only ""trick"" was figuring out what the angle for the pit was  mangoes never seem to be evenly formed.  The first one I cut got ""stuck"" and I hit the pit had to rock the slicer some to get it through ,  the 2nd one I  looked closer for the line of the pit and WOW it went through first try and the 2 halves were even and sliced easily
Pros  sharp
  large area for big pieces of fruit
  padded handles for secure grip
  easy to clean
Cons  because it is large I have a little difficulty changing blades (had to have hubby help)  which is why I gave it 4 stars not 5","great great idea! i have used apple slicers for years and often the apple was too large for the slicer no more this is a substantial slicer and the largest apple cores like a dream. today i used the mango attachment for the first time. i love mangoes, but cutting them is such a sloppy mess that i frequently pass them up. well no more, the only ""trick"" was figuring out what the angle for the pit was mangoes never seem to be evenly formed. the first one i cut got ""stuck"" and i hit the pit had to rock the slicer some to get it through , the 2nd one i looked closer for the line of the pit and wow it went through first try and the 2 halves were even and sliced easily
pros sharp
large area for big pieces of fruit
padded handles for secure grip
easy to clean
cons because it is large i have a little difficulty changing blades (had to have hubby help) which is why i gave it 4 stars not 5",180.0
AXMPOL1M42R2Y,B00PKNZ5DY,"great product. dries quickly, perfect bath towel for husband or myself (no issue of too large or small), beach and yoga towel. Even though I put in washer and low dryer, it hasn't frayed too much.","great product. dries quickly, perfect bath towel for husband or myself (no issue of too large or small), beach and yoga towel. even though i put in washer and low dryer, it hasn't frayed too much.",36.0
A103B6W1ZT7P5W,B00I3CSPZO,"Color is more gray than blue, but I was prepared for this from reading other reviews. What I wanted and good quality for the price.","color is more gray than blue, but i was prepared for this from reading other reviews. what i wanted and good quality for the price.",25.0
A1QNE9YPX1COE6,B00JKOMISY,"I don't know if anyone else has this problem but I can taste this in my coffee for quite sometime after using it.
Yes, I do remove the filter before using & put in a new one afterwards.
Yes, I do wash & rinse (over & over) after using the cleaning solution.
It does clean the coffeemaker but I do not know if I'll continue to use it.","i don't know if anyone else has this problem but i can taste this in my coffee for quite sometime after using it.
yes, i do remove the filter before using & put in a new one afterwards.
yes, i do wash & rinse (over & over) after using the cleaning solution.
it does clean the coffeemaker but i do not know if i'll continue to use it.",68.0
A2YZ5PBO5QL62K,B005IR4W7W,"I love this new coffee maker and gave it 4 stars instead of 5 because, 1-it doesn't have a temp setting for heater pad and coffee stays extreme hot during the entire time it's on and, 2-the gold filter is much smaller than I expected and is flat instead of cone shaped like all my other Cuisinart's, so u are limited how strong coffee will be","i love this new coffee maker and gave it 4 stars instead of 5 because, 1-it doesn't have a temp setting for heater pad and coffee stays extreme hot during the entire time it's on and, 2-the gold filter is much smaller than i expected and is flat instead of cone shaped like all my other cuisinart's, so u are limited how strong coffee will be",66.0
A2OYKDWD3K78Z9,B01F7CF1A4,"It unfolds to make a perfect, sturdy, little cube.  I believe it's well made and the fabric is very pretty and looks like heavy woven linen.  It makes a nice addition to my study.","it unfolds to make a perfect, sturdy, little cube. i believe it's well made and the fabric is very pretty and looks like heavy woven linen. it makes a nice addition to my study.",34.0
